0,Iteration_0_Split_0_Sensor_0_normal.png,13/08/2023 0:00,13/08/2023 0:16,0
1,Iteration_0_Split_0_Sensor_1_normal.png,13/08/2023 0:00,13/08/2023 0:16,0
2,Iteration_0_Split_0_Sensor_2_normal.png,13/08/2023 0:00,13/08/2023 0:16,0
3,Iteration_0_Split_0_Sensor_3_normal.png,13/08/2023 0:00,13/08/2023 0:16,0
4,Iteration_0_Split_0_Sensor_4_normal.png,13/08/2023 0:00,13/08/2023 0:16,0
5,Iteration_0_Split_0_Sensor_5_normal.png,13/08/2023 0:00,13/08/2023 0:16,0
6,Iteration_0_Split_0_Sensor_6_normal.png,13/08/2023 0:00,13/08/2023 0:16,0
7,Iteration_0_Split_0_Sensor_7_normal.png,13/08/2023 0:00,13/08/2023 0:16,0
8,Iteration_0_Split_0_Sensor_8_normal.png,13/08/2023 0:00,13/08/2023 0:16,0
9,Iteration_0_Split_0_Sensor_9_normal.png,13/08/2023 0:00,13/08/2023 0:16,0
10,Iteration_0_Split_0_Sensor_10_normal.png,13/08/2023 0:00,13/08/2023 0:16,0
11,Iteration_0_Split_0_Sensor_11_normal.png,13/08/2023 0:00,13/08/2023 0:16,0
12,Iteration_0_Split_0_Sensor_12_normal.png,13/08/2023 0:00,13/08/2023 0:16,0
13,Iteration_0_Split_0_Sensor_13_normal.png,13/08/2023 0:00,13/08/2023 0:16,0
14,Iteration_0_Split_0_Sensor_14_normal.png,13/08/2023 0:00,13/08/2023 0:16,0
15,Iteration_0_Split_0_Sensor_15_normal.png,13/08/2023 0:00,13/08/2023 0:16,0
16,Iteration_0_Split_0_Sensor_16_normal.png,13/08/2023 0:00,13/08/2023 0:16,0
17,Iteration_0_Split_0_Sensor_17_normal.png,13/08/2023 0:00,13/08/2023 0:16,0
18,Iteration_0_Split_0_Sensor_18_normal.png,13/08/2023 0:00,13/08/2023 0:16,0
19,Iteration_0_Split_0_Sensor_19_normal.png,13/08/2023 0:00,13/08/2023 0:16,0
20,Iteration_0_Split_0_Sensor_20_normal.png,13/08/2023 0:00,13/08/2023 0:16,0
21,Iteration_0_Split_0_Sensor_21_normal.png,13/08/2023 0:00,13/08/2023 0:16,0
22,Iteration_0_Split_0_Sensor_22_normal.png,13/08/2023 0:00,13/08/2023 0:16,0
23,Iteration_0_Split_1_Sensor_0_normal.png,13/08/2023 0:16,13/08/2023 0:33,0
24,Iteration_0_Split_1_Sensor_1_normal.png,13/08/2023 0:16,13/08/2023 0:33,0
25,Iteration_0_Split_1_Sensor_2_normal.png,13/08/2023 0:16,13/08/2023 0:33,0
26,Iteration_0_Split_1_Sensor_3_normal.png,13/08/2023 0:16,13/08/2023 0:33,0
27,Iteration_0_Split_1_Sensor_4_normal.png,13/08/2023 0:16,13/08/2023 0:33,0
28,Iteration_0_Split_1_Sensor_5_normal.png,13/08/2023 0:16,13/08/2023 0:33,0
29,Iteration_0_Split_1_Sensor_6_normal.png,13/08/2023 0:16,13/08/2023 0:33,0
30,Iteration_0_Split_1_Sensor_7_normal.png,13/08/2023 0:16,13/08/2023 0:33,0
31,Iteration_0_Split_1_Sensor_8_normal.png,13/08/2023 0:16,13/08/2023 0:33,0
